w_id,s_id,idx,viet,viet_similar_words,eng,eng_similar_words
4888,3194,11,mary,"tony, mari",Mary,"tony, mari"
4889,3194,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
4890,3195,8,xấu hổ,"trách móc, quan tâm",shy,"blame, care about"
4891,3195,3,mary,"tony, mari",Mary,"tony, mari"
4892,3196,7,xuân,"cam, trái đất",spring,"orange, earth"
4893,3196,1,hôm nay,"sợ hãi, mùa",Today,"scared, season"
4894,3197,2,vội vã,"vô lý, thất bại",hurried,"unreasonable, failure"
4895,3197,1,lo lắng,"trách móc, lo ngại",worry,"blame, fear"
4896,3198,8,chân,"run, nặng",foot,"tremble, heavy"
4897,3198,10,đi,"mọi, mất",Go,"all, lost"
4898,3199,6,văn hóa,"học hóa, tạp hóa",culture,"chemical, grocery"
4899,3199,4,tiếp xúc,"sản xuất, kỷ niệm",contact,"manufacture, celebrate"
4900,3200,6,hơi,"kể, kêu",steam,"tell, call"
4901,3200,7,lạnh,"vô địch, nhà máy",cold,"champion, factory"
4902,3201,4,chó,"chim, gậy",dog,"bird, stick"
4903,3201,8,quanh,"lượng, giam",around,"quantity, prison"
4904,3202,2,chớp mắt,"gõ cửa, phản chiếu",blink,"knock, reflective"
4905,3203,6,gia đình,"sinh viên, tài liệu",family,"student, document"
4906,3203,3,ảnh,"biểu hiện, kinh khủng",image,"expression, terrible"
4907,3204,2,mary,"tony, mari",Mary,"tony, mari"
4908,3204,1,chạm,"cây, nút",touch,"tree, button"
4909,3205,8,ngu ngốc,"bài học, có vẻ",stupid,"lesson, seemingly"
4910,3206,6,hôm nay,"sợ hãi, mùa",Today,"scared, season"
4911,3206,4,bóng đá,"bóng đá, âm nhạc",football,"football, music"
4912,3207,3,nho,"ngô, nước bọt",grape,"corn, saliva"
4913,3208,5,sandwich,"gia vị, bưu thiếp",sandwich,"spice, postcard"
4914,3208,4,bánh,"báo, hình",cake,"newspaper, image"
4915,3209,5,chó,"chim, gậy",dog,"bird, stick"
4916,3210,5,cuốn hút,"khéo léo, xử",fascinating,"ingenious, trial"
4917,3210,8,sách,"golf, đèn",book,"golf, lamp"
4918,3211,3,máy tính,"ô tô, âm thanh",computer,"car, sound"
4919,3213,3,liz,"thang máy, chuông",liz,"elevator, bell"
4920,3214,6,nói dối,"ngắn ngủi, bản án",lie,"short, judgment"
4921,3214,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
4922,3215,4,chiều,"tiếp theo, lúc",afternoon,"next, at the time"
4923,3215,1,gọi,"chuyện, bị cáo",call,"story, accused"
4924,3216,3,trạm,"lính, gió",station,"soldier, wind"
4925,3217,2,thư,"lọn, khoảng cách",letters,"curl, distance"
4926,3218,5,sáng chế,"bản án, tác phẩm",invention,"judgment, work"
4927,3218,11,thị trường,"tăng giá, ảm đạm",market,"rise, bleak"
4928,3219,6,tiền,"sân bay, đâu",money,"airport, where"
4929,3219,12,tự hào,"tài năng, khoáng chất",proud,"talent, mineral"
4930,3220,5,london,"udon, minogue",London,"udon, minogue"
4931,3220,3,sống,"đời, tiện lợi",living,"lifetime, convenient"
4932,3221,3,đi,"mọi, mất",Go,"all, lost"
4933,3222,2,họp,"nặng, kỷ niệm",meeting,"heavy, celebrate"
4934,3222,4,kết thúc,"nhỏ nhặt, trăng",end,"small, moon"
4935,3223,5,phạm,"linh cảm, phí",commitment,"premonition, fee"
4936,3223,6,sai lầm,"bỏ cuộc, vòng quanh",mistake,"give up, around"
4937,3224,2,dậy,"ý định, mớ",wake up,"intent, bunch"
4938,3224,3,đi,"mọi, mất",Go,"all, lost"
4939,3225,6,mùa,"rừng, hè",season,"forest, summer"
4940,3225,7,đông,"rõ rệt, thiếu",winter,"pronounced, lack"
4941,3227,4,phụ nữ,"sập, thừa",women,"collapse, excess"
4942,3228,1,đoán,"trưa, cừu",guess,"lunch, sheep"
4943,3229,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
4944,3230,5,bệnh,"chán, dự đoán",sick,"bored, forecast"
4945,3230,3,dường như,"chấp nhận, nghiêm trọng",seemingly,"accept, serious"
4946,3232,5,túi,"nhảy múa, nhìn",bag,"dance, look"
4947,3233,6,trung thành,"sống sót, kính râm",loyal,"survive, sunglasses"
4948,3233,3,tin tưởng,"cảm ơn, thể hiện",trust,"thanks, show"
4949,3234,2,cố,"nhận xét, cố định",try,"comment, permanent"
4950,3235,4,trở nên,"ngày nay, nhu cầu",become,"nowadays, demand"
4951,3235,5,xám xịt,"tin tưởng, trẻ",gray,"trust, young"
4952,3236,5,tinh thần,"thời gian, đón",spirit,"time, pick up"
4953,3236,4,tổ chức,"công ty, hiển thị",organization,"company, display"
4954,3237,3,trò đùa,"bản án, động cơ",prank,"judgment, engine"
4955,3237,4,mary,"tony, mari",Mary,"tony, mari"
4956,3238,3,thí nghiệm,"giấc ngủ, phát thanh",experiment,"sleep, radio"
4957,3238,1,kết quả,"quê hương, lãnh thổ",result,"hometown, territory"
4958,3240,5,đi,"mọi, mất",Go,"all, lost"
4959,3240,4,john,"johnson, jill",John,"johnson, jill"
4960,3241,5,làm vườn,"vườn, tập thể dục",garden,"garden, do exercise"
4961,3242,6,lỏng lẻo,"tự nhiên, điều hành",loose,"nature, operate"
4962,3242,10,ngăn kéo,"trắng, đá",drawers,"white, stone"
4963,3243,4,làm việc,"trực tiếp, đầu",work,"direct, head"
4964,3244,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
4965,3245,8,đi,"mọi, mất",Go,"all, lost"
4966,3245,4,cố gắng,"bận rộn, cuộc sống",try,"busy, life"
4967,3246,4,uống,"mặt, ăn",drink,"face, eat"
4968,3246,3,đồ,"lều, đội",thing,"tent, team"
4969,3247,11,kêu,"kể, hơi",call,"tell, steam"
4970,3247,10,tiếng,"điều, fax",language,"thing, fax"
4971,3248,4,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
4972,3248,2,thời tiết,"tiền bạc, bệnh tật",weather,"money, illness"
4973,3249,2,sẵn sàng,"liên tục, hoặc",ready,"continuous, or"
4974,3249,4,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
4975,3250,1,giúp,"làm, bị",help,"do, bag"
4976,3251,3,cha mẹ,"cha mẹ, đồng minh",parents,"parents, ally"
4977,3251,13,con số,"giúp đỡ, dấu hiệu",number,"help, token"
4978,3253,7,tàu hỏa,"cứu hỏa, điều hòa",train,"fire, air conditioner"
4979,3253,5,thay vì,"giao thông, hè",instead of,"traffic, summer"
4980,3254,2,lo lắng,"trách móc, lo ngại",worry,"blame, fear"
4981,3254,4,hành vi,"nhỏ bé, mảnh",behavior,"tiny, slender"
4982,3255,6,thư giãn,"cơ hội, nhỏ bé",relax,"opportunity, tiny"
4983,3256,1,bắt,"lau, mắng",catch,"wipe, scold"
4984,3256,7,thuần hóa,"hóa, hàng hóa",domestication,"chemical, goods"
4985,3257,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
4986,3257,7,boston,"bầu dục, chicago",Boston,"oval, chicago"
4987,3258,5,vụ,"mắc, bộ",service,"infected, set"
4988,3258,6,cháy,"hỗn độn, di chuyển",on fire,"mess, move"
4989,3259,5,thẩm quyền,"từ điển, áp dụng",competence,"dictionary, apply"
4990,3259,7,nhân văn,"văn minh, bạo lực",humanity,"civilized, violent"
4991,3260,4,lưng,"mảnh, cách ly",back,"slender, isolation"
4992,3260,2,đứng,"khích lệ, sản xuất",stand,"encourage, manufacture"
4993,3261,2,mary,"tony, mari",Mary,"tony, mari"
4994,3261,7,đầu bếp,"giải thưởng, nhảy múa",chef,"prize, dance"
4995,3263,8,ưu đãi,"trang web, khéo léo",endow,"website, ingenious"
4996,3264,1,mẹ,"chồng, vợ",Mom,"husband, wife"
4997,3264,4,gái,"tạm, tiền",girl,"temporary, money"
4998,3265,4,hát,"đọc, giọng",sing,"read, tone"
4999,3265,8,nổi tiếng,"giỏi giang, giàu",famous,"good, rich"
5000,3266,1,chủ đề,"thức ăn, năng lượng",topic,"food, energy"
5001,3266,7,xác định,"khách hàng, dài",identify,"client, long"
5002,3267,5,nhốt,"mặc, cố định",lock,"wear, permanent"
5003,3269,4,trời,"hè, nắng",God,"summer, sunny"
5004,3269,3,may mắn,"ý nghĩa, khắc phục",lucky,"meaning, fix"
5005,3270,2,phàn nàn,"bận tâm, cấu hình",complain,"bother, configuration"
5006,3274,6,kết thúc,"nhỏ nhặt, trăng",end,"small, moon"
5007,3274,3,có lẽ,"thứ, tiếp theo",maybe,"rank, next"
5008,3275,4,bắt,"lau, mắng",catch,"wipe, scold"
5009,3275,9,thiết kế,"khủng khiếp, háo hức",design,"terrible, eager"
5010,3276,2,biết điều,"a, sang",know,"a, luxurious"
5011,3276,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
5012,3277,14,giúp đỡ,"vận chuyển, nhỏ bé",help,"transport, tiny"
5013,3277,6,cố,"nhận xét, cố định",try,"comment, permanent"
5014,3278,4,ngô,"chuột, nho",corn,"mouse, grape"
5015,3278,2,bát,"chấn thương, ép",bowl,"injury, squeeze"
5016,3280,5,câu,"gương, chứng",sentence,"mirror, proof"
5017,3281,1,hôm nay,"sợ hãi, mùa",Today,"scared, season"
5018,3282,6,thư,"lọn, khoảng cách",letters,"curl, distance"
5019,3282,9,chính xác,"mong đợi, thất bại",Exactly,"expectation, failure"
5020,3284,4,lo lắng,"trách móc, lo ngại",worry,"blame, fear"
5021,3284,8,bắt,"lau, mắng",catch,"wipe, scold"
5022,3285,3,truy đuổi,"đánh rơi, tàn nhẫn",chase,"drop, merciless"
5023,3285,1,cảnh sát,"bệnh viện, tạp chí",police,"hospital, magazine"
5024,3290,4,lỗi,"cân bằng, cân đối",error,"balance, balanced"
5025,3290,3,đổ,"đóng băng, lãng quên",pour,"freeze, oblivion"
5026,3291,2,áo khoác,"khuôn mặt, vân",jacket,"face, cloud"
5027,3291,3,đi,"mọi, mất",Go,"all, lost"
5028,3292,6,lực lượng,"ngôi, phi hành đoàn",force,"throne, crew"
5029,3292,5,tham gia,"cố gắng, của",join,"try, belong to"
5030,3293,3,tồi tệ,"khó khăn, phẫn nộ",terrible,"hard, wrath"
5031,3293,2,trở nên,"ngày nay, nhu cầu",become,"nowadays, demand"
5032,3295,10,thức ăn,"khủng bố, thuốc",food,"terrorism, medicine"
5033,3297,6,phim,"trượt, phần mềm",movie,"slip, software"
5034,3298,2,thời tiết,"tiền bạc, bệnh tật",weather,"money, illness"
5035,3298,3,xấu,"doanh nghiệp, da",bad,"business, skin"
5036,3299,3,cứu,"dỗ, nghiên cứu",rescue,"coax, study"
5037,3299,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
5038,3300,8,hiện đại,"nay, gần gũi",modern,"now, close"
5039,3300,9,trừu tượng,"đồng tiền, tập thể dục",abstract,"coin, do exercise"
5040,3301,9,thừa nhận,"công bố, hợp tác",admit,"announce, cooperate"
5041,3302,4,sai,"nhà máy, thua",wrong,"factory, lose"
5042,3303,5,cổ phiếu,"khoảng cách, trật tự",share,"distance, order"
5043,3303,2,thông tin,"tài liệu, dữ liệu",information,"document, data"
5044,3304,4,xảy,"ngay, mất",occur,"right, lost"
5045,3305,5,đêm,"bận tâm, bạc",night,"bother, silver"
5046,3305,3,thức,"ngô, quầy",awake,"corn, counter"
5047,3306,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
5048,3307,4,giúp,"làm, bị",help,"do, bag"
5049,3307,9,xe,"dự án, chuồng",car,"project, cage"
5050,3309,3,mong đợi,"mong chờ, chờ đợi",expectation,"expected, wait"
5051,3310,7,đội,"thai, rau",team,"pregnancy, vegetable"
5052,3311,3,mong,"đợi, vòi",expect,"wait, hose"
5053,3311,8,chủ nhật,"quốc tịch, tước",Sunday,"nationality, stripped"
5054,3312,6,duy nhất,"bận tâm, nặng nề",only,"bother, heavy"
5055,3312,2,trang web,"ưu đãi, dự đoán",website,"endow, forecast"
5056,3313,6,trứng,"dầu, trứng",egg,"oil, egg"
5057,3313,5,chiên,"luộc, tái chế",fried,"boil, recycle"
5058,3314,6,bệnh,"chán, dự đoán",sick,"bored, forecast"
5059,3314,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
5060,3315,1,hôm nay,"sợ hãi, mùa",Today,"scared, season"
5061,3315,5,tiền,"sân bay, đâu",money,"airport, where"
5062,3316,5,thư,"lọn, khoảng cách",letters,"curl, distance"
5063,3318,7,giúp đỡ,"vận chuyển, nhỏ bé",help,"transport, tiny"
5064,3318,2,có ích,"hữu ích, vui nhộn",useful,"useful, funny"
5065,3319,7,chiều,"tiếp theo, lúc",afternoon,"next, at the time"
5066,3320,2,lường,"linh cảm, mọi",measure,"premonition, all"
5067,3321,6,hai,"một số, mexico",two,"some, mexico"
5068,3321,5,hành quân,"đối phó, ngộ độc",march,"cope, poisoning"
5069,3322,5,phàn nàn,"bận tâm, cấu hình",complain,"bother, configuration"
5070,3323,3,khách hàng,"vội vàng, hành khách",client,"rush, passenger"
5071,3324,6,khuyên,"trang web, lợi nhuận",advise,"website, profit"
5072,3324,8,tom,"hợp đồng, tháo",Tom,"contract, remove"
5073,3325,5,giúp,"làm, bị",help,"do, bag"
5074,3325,2,mong,"đợi, vòi",expect,"wait, hose"
5075,3327,4,mũ,"lều, bút chì",hat,"tent, pencil"
5076,3328,8,thử,"tư vấn, liên lạc",try,"advise, contact"
5077,3328,4,váy,"tóc, khăn",dress,"hair, towel"
5078,3329,2,điều tra,"diễn, gi",investigate,"act, gi"
5079,3329,8,tuần,"bận tâm, thống nhất",week,"bother, unified"
5080,3330,4,tuyệt,"kỹ, km",great,"skill, km"
5081,3331,14,hối tiếc,"lợi ích, trưa",regret,"benefit, lunch"
5082,3331,2,tom,"hợp đồng, tháo",Tom,"contract, remove"
5083,3332,11,thoát,"trực tiếp, mặc",escape,"direct, wear"
5084,3332,10,trốn,"khốn khổ, lặng lẽ",hide,"miserable, quiet"
5085,3333,5,noriko,"warcraft, milena",noriko,"warcraft, milena"
5086,3333,2,piano,"anh đào, động vật",piano,"cherry, animal"
5087,3334,3,bình thường,"khâu, dấu hiệu",Normal,"stitch, token"
5088,3335,6,sống,"đời, tiện lợi",living,"lifetime, convenient"
5089,3335,8,ô nhục,"ngốc, yêu cầu xin",infamous,"stupid, ask"
5090,3336,2,radio,"nghị sĩ, nha sĩ",radio,"parliamentarian, dentist"
5091,3337,6,phòng,"trại, tập trung",room,"camp, concentrate"
5092,3337,3,lặng lẽ,"một mình, đất nước",quiet,"alone, country"
5093,3338,6,tác giả,"thực hành, trò chuyện",author,"practice, chat"
5094,3338,1,greene,"gothic, rosalie",Greene,"gothic, rosalie"
5095,3339,2,john,"johnson, jill",John,"johnson, jill"
5096,3339,5,quyết định,"tỷ lệ, ánh",decision,"proportion, light"
5097,3340,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
5098,3340,12,mary,"tony, mari",Mary,"tony, mari"
5099,3341,5,khóc,"lợi dụng, nhàm chán",cry,"take advantage, boring"
5100,3342,2,sống,"đời, tiện lợi",living,"lifetime, convenient"
5101,3342,6,toàn cầu,"tiếc, cơ hội",global,"unfortunate, opportunity"
5102,3343,3,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
5103,3344,4,dị ứng,"dịch, nhắm mắt",allergy,"pandemic, closed eyes"
5104,3344,6,lúa mì,"trả lời, măng tây",wheat,"reply, asparagus"
5105,3345,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
5106,3345,8,đi,"mọi, mất",Go,"all, lost"
5107,3346,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
5108,3346,7,bơi,"giẫm đạp, rock",swim,"trampling, rock"
5109,3347,4,trông,"lựa chọn, nặng nề",look,"select, heavy"
5110,3347,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
5111,3348,5,ồn,"thí nghiệm, giấc ngủ",noise,"experiment, sleep"
5112,3348,3,dừng,"nghẹn, ghé",stop,"choked, visit"
5113,3349,5,hôm nay,"sợ hãi, mùa",Today,"scared, season"
5114,3349,1,bảo tàng,"giải thưởng, mua sắm",museum,"prize, shopping"
5115,3350,7,xa lạ,"đất nước, giấu",strange,"country, hide"
5116,3351,4,thị trấn,"em trai, tính cách",town,"younger brother, character"
5117,3352,4,cắt,"cây, thuế",cut,"tree, tax"
5118,3352,5,tóc,"núi, váy",hair,"mountain, dress"
5119,3353,7,khỏe mạnh,"khỏe, khỏa",healthy,"strong, nude"
5120,3353,6,cơ quan,"vụ việc, giáo viên",agency,"case, teacher"
5121,3354,4,tối,"tối cao, sẽ",dark,"supreme, will"
5122,3354,7,nhà hàng,"ký tên, ann",restaurant,"sign, ann"
5123,3355,2,mary,"tony, mari",Mary,"tony, mari"
5124,3355,5,bãi,"đảo, phần mềm",beach,"island, software"
5125,3356,7,kẻ,"thanh niên, trốn",maiden,"adolescent, hide"
5126,3356,8,nói dối,"ngắn ngủi, bản án",lie,"short, judgment"
5127,3357,7,mua,"trồng, nắng",buy,"plant, sunny"
5128,3357,11,đôi,"bạc, tác phẩm",pair,"silver, work"
5129,3358,2,vui lòng,"cân nhắc, sang",please,"weigh, luxurious"
5130,3358,8,đi,"mọi, mất",Go,"all, lost"
5131,3359,1,dạo,"hôn, hại",stroll,"kiss, damage"
5132,3360,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
5133,3360,9,ngu ngốc,"bài học, có vẻ",stupid,"lesson, seemingly"
5134,3361,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
5135,3361,3,công ty,"lập, tổ chức",company,"establish, organization"
5136,3362,1,hôm nay,"sợ hãi, mùa",Today,"scared, season"
5137,3362,2,gió,"khủng hoảng, đảo",wind,"crisis, island"
5138,3363,3,mary,"tony, mari",Mary,"tony, mari"
5139,3364,3,tăng tốc,"ngắn ngủi, cư xử",accelerate,"short, act"
5140,3364,4,xe,"dự án, chuồng",car,"project, cage"
5141,3365,8,ngón,"di chuyển, lặp",finger,"move, repetitive"
5142,3365,7,đốt,"tủ, vật liệu",burn,"cabinet, material"
5143,3366,3,đi,"mọi, mất",Go,"all, lost"
5144,3367,7,quyền,"tương lai, điểm",right,"future, point"
5145,3367,8,tham gia,"cố gắng, của",join,"try, belong to"
5146,3368,1,bố,"cha, vợ",dad,"father, wife"
5147,3368,4,đón,"tinh thần, cởi",pick up,"spirit, unpaired"
5148,3369,4,lỡ,"vắng, ngại",miss,"absent, hesitate"
5149,3370,2,ốm,"khát, hình phạt",sick,"thirsty, penalty"
5150,3370,6,nghỉ ngơi,"vận động viên, nhà máy",rest,"athlete, factory"
5151,3371,3,vụ,"mắc, bộ",service,"infected, set"
5152,3371,4,giết,"bạo lực, chôn",kill,"violent, bury"
5153,3372,6,giấy,"chất lỏng, mặt nạ",paper,"liquid, mask"
5154,3372,2,ví,"nhà ga, nhậm chức",wallet,"station, inauguration"
5155,3373,3,máy ảnh,"giấy, chất lỏng",camera,"paper, liquid"
5156,3374,3,đợi,"quyết tâm, nặng nề",wait,"determination, heavy"
5157,3374,4,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
5158,3375,2,thông cảm,"biết ơn, lặng lẽ",sympathize,"grateful, quiet"
5159,3377,5,chồng,"chồng, em",husband,"husband, you"
5160,3377,1,mũi,"dính, tránh",nose,"sticky, avoid"
5161,3378,7,chim,"đào, độc",bird,"dig, toxic"
5162,3378,9,lồng,"chào đón, điện tử",cage,"welcome, electronic"
5163,3379,4,bàn chải,"chữ viết, phát thanh",brush,"writing, radio"
5164,3381,4,đôi,"bạc, tác phẩm",pair,"silver, work"
5165,3381,8,tỏa,"hỏa, khóa",radiate,"fire, lock"
5166,3382,12,từ thiện,"số phận, thư viện",charity,"fate, library"
5167,3382,4,đi,"mọi, mất",Go,"all, lost"
5168,3383,6,phim,"trượt, phần mềm",movie,"slip, software"
5169,3385,10,năm ngoái,"đường phố, khuôn viên",last year,"street, campus"
5170,3385,4,mua,"trồng, nắng",buy,"plant, sunny"
5171,3386,6,tiền,"sân bay, đâu",money,"airport, where"
5172,3387,2,quên,"thương, cảm giác",forget,"love, feeling"
5173,3387,1,đừng,"ai, thế kỷ",do not,"who, century"
5174,3389,3,nghỉ,"nghiên cứu, nói",rest,"study, speak"
5175,3389,7,tuần,"bận tâm, thống nhất",week,"bother, unified"
5176,3390,5,vứt,"nhét, đỗ",throw,"put, bean"
5177,3390,8,súp,"quái vật, quyền lợi",soup,"monster, interest"
5178,3391,8,xấu xa,"sai lệch, vô giá trị",evil,"deviation, null"
5179,3392,3,hả,"gọi, vui lòng",Huh,"call, please"
5180,3393,4,mary,"tony, mari",Mary,"tony, mari"
5181,3393,2,căn hộ,"tình cảm, phục hồi",apartment,"emotional, recover"
5182,3394,4,boston,"bầu dục, chicago",Boston,"oval, chicago"
5183,3394,5,bao xa,"nén, kiên nhẫn",How far,"compress, patient"
5184,3396,4,cá,"điện thoại, ann",fish,"phone, ann"
5185,3396,10,bắt,"lau, mắng",catch,"wipe, scold"
5186,3397,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
5187,3398,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
5188,3398,4,nói chuyện,"vẽ, chợ",talk,"draw, market"
