s_id,eng,viet,topic_name
1492,"There's a possibility that Tom is with his friends, but I don't think he is","Có khả năng tom đi cùng bạn bè , nhưng tôi không nghĩ anh ấy là",Diaries & Daily Life
1493,I can't see why you don't want to help us.,Tôi không thể hiểu tại sao bạn không muốn giúp chúng tôi .,Diaries & Daily Life
1494,Tom doesn't seem to be very hungry.,Tom dường như không đói lắm .,Diaries & Daily Life
1495,Tom was scheduled for a checkup,Tom đã được lên kế hoạch kiểm tra,Fitness & Health
1496,Tom had a great time,Tom đã có một thời gian tuyệt vời,Diaries & Daily Life
1497,I heard that Tom won't be here today,Tôi nghe nói rằng tom sẽ không ở đây hôm nay,Diaries & Daily Life
1498,The train is traveling at the rate of 50 miles an hour.,Tàu đang đi với tốc độ 50 dặm một giờ .,Travel & Adventure
1499,Tom poured Mary a cup of coffee and topped off his own.,Tom rót cho mary một tách cà phê và tự mình đứng đầu .,Food & Dining
1500,Tom seems to be fine,Tom có vẻ ổn,Diaries & Daily Life
1501,"To our relief, he came back safe and sound.","Với sự nhẹ nhõm của chúng tôi , anh ấy đã trở lại an toàn và âm thanh .",Diaries & Daily Life
1502,I've gone to Boston twice,Tôi đã đến boston hai lần,Sports
1503,There was no objection on the part of those present.,Không có sự phản đối từ phía những người có mặt .,News & Social Concern
1504,I was a little surprised.,Tôi có một chút bất ngờ .,Diaries & Daily Life
1505,You're not the only one.,Bạn không phải là người duy nhất .,Diaries & Daily Life
1506,More is not always better,Hơn không phải là luôn luôn tốt hơn,Diaries & Daily Life
1507,Tom tried to understand,Tom cố gắng hiểu,Diaries & Daily Life
1508,My sister showers every morning.,Em gái tôi tắm mỗi sáng .,Family
1509,How's your mother?,Mẹ bạn có khỏe không,Diaries & Daily Life
1510,Tom was really embarrassed,Tom thực sự xấu hổ,Sports
1511,You can't turn the heat off as long as the system is operating.,Bạn không thể tắt nhiệt miễn là hệ thống hoạt động .,Diaries & Daily Life
1512,Tom has never been in a house like Mary's,Tom chưa bao giờ ở trong một ngôi nhà như mary,Diaries & Daily Life
1513,Would you like to get some air?,Bạn có muốn lấy không khí ?,Music
1514,It had an effect very different from the one intended,Nó có một hiệu ứng rất khác so với dự định,Diaries & Daily Life
1515,The first thing you have to take into consideration is time,Điều đầu tiên bạn phải xem xét là thời gian,Diaries & Daily Life
1516,Tom asked if any of us could speak French.,Tom hỏi nếu có ai trong chúng ta có thể nói tiếng Pháp .,Diaries & Daily Life
1517,It was a chance meeting.,Đó là một cuộc gặp gỡ cơ hội,Diaries & Daily Life
1518,"Roger Miller became very popular because of the success of the songs ""Dang Me"" and ""Chug-A-Lug.""","Roger miller trở nên rất phổ biến vì sự thành công của các bài hát "" dang me "" và "" chug-a-lug "" .",Music
1519,Can you be more explicit?,Bạn có thể rõ ràng hơn ?,Music
1520,Did you speak with your wife?,Bạn đã nói chuyện với vợ của bạn ?,Relationships
1521,Tom got in line,Tom đã xếp hàng,Diaries & Daily Life
1522,She agreed with him about the holiday plan,Cô ấy đồng ý với anh về kế hoạch nghỉ lễ,Diaries & Daily Life
1523,This is appalling,Thật kinh khủng,News & Social Concern
1524,Tom always wished he had more money,Tom luôn ước mình có nhiều tiền hơn,Business & Entrepreneurs
1525,You don't have much more time,Bạn không có nhiều thời gian hơn,Diaries & Daily Life
1526,I just made a friend,Tôi vừa kết bạn,Diaries & Daily Life
1527,Tom and Mary are having a dinner party Friday evening.,Tom và mary đang có một bữa tiệc tối thứ sáu .,Diaries & Daily Life
1528,Push the button here.,Nhấn nút ở đây .,Diaries & Daily Life
1529,How do we look?,Chúng ta trông như thế nào,Diaries & Daily Life
1530,The man was held in police custody,Người đàn ông bị cảnh sát giam giữ,News & Social Concern
1531,Who's your favorite video game character?,Nhân vật trò chơi video yêu thích của bạn là ai ?,Gaming
1532,"I'm not talking to you, Tom.","Tôi không nói chuyện với bạn , tom .",Diaries & Daily Life
1533,It was actually a lot more fun than I expected,Nó thực sự vui hơn tôi mong đợi,Diaries & Daily Life
1534,What do they want to talk about?,Họ muốn nói về điều gì ?,News & Social Concern
1535,He finally fulfilled my request.,Cuối cùng anh ấy đã thực hiện yêu cầu của tôi .,Diaries & Daily Life
1536,A closed fist can indicate stress.,Một nắm tay kín có thể chỉ ra căng thẳng .,News & Social Concern
1537,I'll join you as soon as I can,Tôi sẽ tham gia với bạn ngay khi tôi có thể,Diaries & Daily Life
1538,We're back in business,Chúng tôi đã trở lại trong kinh doanh,Business & Entrepreneurs
1539,Tom started to drift off to sleep,Tom bắt đầu ngủ thiếp đi,Diaries & Daily Life
1540,I bet you're wondering how this works.,Tôi cá là bạn đang tự hỏi làm thế nào điều này hoạt động .,Diaries & Daily Life
1541,I'm sorry that you don't understand,Tôi xin lỗi vì bạn không hiểu,Diaries & Daily Life
1542,I don't have the time or the money,Tôi không có thời gian hay tiền bạc,Diaries & Daily Life
1543,Does prison reform criminals?,Tù cải tạo tội phạm ?,News & Social Concern
1544,"No matter what you say, I don't think Tom is a nice guy.","Bất kể bạn nói gì , tôi không nghĩ tom là một chàng trai tốt .",Diaries & Daily Life
1545,There's enough time for a quick snack.,Có đủ thời gian cho một bữa ăn nhanh .,Food & Dining
1546,Tom told Mary not to waste her money on such a thing,Tom bảo mary đừng lãng phí tiền của mình vào việc đó,Diaries & Daily Life
1547,Did you tell Tom you were mugged?,Bạn đã nói với tom bạn đã bị lừa ?,News & Social Concern
1548,There was damage to the computer.,Có thiệt hại cho máy tính .,Science & Technology
1549,Do you want to talk about what happened today?,Bạn có muốn nói về những gì đã xảy ra hôm nay ?,Diaries & Daily Life
1550,Do you love Tom?,Bạn có yêu tom không,Relationships
1551,I almost choked on a piece of chicken bone.,Tôi gần như bị nghẹn trên một miếng xương gà .,Food & Dining
1552,She appears to me to be cruel,Cô ấy tỏ ra tàn nhẫn với tôi,Diaries & Daily Life
1553,This book is easy for me to read,Cuốn sách này dễ đọc đối với tôi,Learning & Educational
1554,Many rivers have been so polluted that they can no longer be used for drinking water,Nhiều con sông đã bị ô nhiễm đến mức không còn có thể sử dụng để uống nước,News & Social Concern
1555,We visited St. Petersburg and Moscow,Chúng tôi đã đến thăm petersburg và moscow,Travel & Adventure
1556,I'm sorry I lied to you before,Tôi xin lỗi tôi đã nói dối bạn trước đây,Diaries & Daily Life
1557,I own some very old stamps.,Tôi sở hữu một số tem rất cũ .,Diaries & Daily Life
1558,She was on the verge of killing herself.,Cô ấy đang trên bờ vực tự sát .,News & Social Concern
1559,I put on my clothes in a hurry.,Tôi mặc quần áo vội vàng .,Diaries & Daily Life
1560,Mother is preparing lunch.,Mẹ đang chuẩn bị bữa trưa .,Food & Dining
1561,This is the same wallet as I lost a week ago,Đây là ví giống như tôi đã mất một tuần trước,Business & Entrepreneurs
1562,That store employs eight clerks,Cửa hàng đó sử dụng tám nhân viên,Business & Entrepreneurs
1563,Tom is eating lunch now,Tom đang ăn trưa,Food & Dining
1564,It will be quicker to walk than to take a taxi.,Đi bộ sẽ nhanh hơn đi taxi .,Diaries & Daily Life
1565,I was present at school yesterday,Tôi đã có mặt ở trường ngày hôm qua,Diaries & Daily Life
1566,When is a good time for you?,Khi nào là thời điểm tốt cho bạn,Diaries & Daily Life
1567,We're wasting valuable time here.,Chúng ta đang lãng phí thời gian quý báu ở đây,Diaries & Daily Life
1568,Ming wasn't dancing with Masao then.,Ming đã không nhảy với masao rồi .,Music
1569,Tom never arrives on time,Tom không bao giờ đến đúng giờ,Diaries & Daily Life
1570,I've been thinking about Tom.,Tôi đã suy nghĩ về tom .,Diaries & Daily Life
1571,Tom could've won if he'd wanted to,Tom có thể thắng nếu anh ta muốn,Sports
1572,He was well known throughout the country,Anh ấy nổi tiếng khắp cả nước,News & Social Concern
1573,We need to talk face to face.,Chúng ta cần nói chuyện trực tiếp,News & Social Concern
1574,Is lunch ready?,Bữa trưa đã sẵn sàng chưa,Food & Dining
1575,Tom and Mary announced their engagement to their families,Tom và mary tuyên bố đính hôn với gia đình của họ,Family
1576,Would you like to come shopping with me?,Bạn có muốn đi mua sắm với tôi không ?,Diaries & Daily Life
1577,A true friend would have helped me,Một người bạn thật sự sẽ giúp tôi,Diaries & Daily Life
1578,We've got three hours left.,Chúng tôi còn ba giờ nữa .,Diaries & Daily Life
1579,We arrived in Boston the day before yesterday,Chúng tôi đến boston một ngày trước ngày hôm qua,Diaries & Daily Life
1580,I need to go home,Tôi cần về nhà,Diaries & Daily Life
1581,This song is very popular in Japan.,Bài hát này rất phổ biến ở Nhật bản .,Music
1582,Could you open the car window?,Bạn có thể mở cửa sổ xe ?,Diaries & Daily Life
1583,Which browser are you using?,Trình duyệt mà bạn đang sử dụng ?,Science & Technology
1584,We always spend our vacation by the sea.,Chúng tôi luôn dành kỳ nghỉ của mình bên bờ biển .,Travel & Adventure
1585,Dinner is on me.,Bữa tối là trên tôi,Food & Dining
1586,He contrived a means of speaking to Nancy privately.,Anh ta có một phương tiện để nói chuyện riêng với nancy .,News & Social Concern
1587,The movie was more interesting than I expected.,Bộ phim thú vị hơn tôi mong đợi,Film Tv & Video
1588,He declared that he was innocent.,Anh ta tuyên bố rằng anh ta vô tội .,News & Social Concern
1589,Would you give Tom this for me?,Bạn sẽ cho tom cái này cho tôi chứ ?,Diaries & Daily Life
1590,She is not as tough as she seems.,Cô ấy không cứng rắn như cô ấy,News & Social Concern
1591,We'll run into her at the party.,Chúng ta sẽ gặp cô ấy trong bữa tiệc .,Diaries & Daily Life
1592,Let me see that,Để tôi xem,Diaries & Daily Life
1593,Tom canceled his appointment at the last moment.,Tom đã hủy cuộc hẹn của mình vào giây phút cuối cùng .,Diaries & Daily Life
1594,He is fond of this kind of music,Anh ấy thích thể loại nhạc này,Music
1595,"Needless to say, he did not win the prize.","Không cần phải nói , anh ta đã không giành được giải thưởng .",Sports
1596,Let me get you a drink.,Để tôi lấy cho bạn đồ uống,Diaries & Daily Life
1597,There were many things that I thought were important at that time that I no longer believe are important,Có nhiều điều mà tôi nghĩ là quan trọng vào thời điểm đó mà tôi không còn tin là quan trọng,Diaries & Daily Life
1598,Getting there on time won't be a problem,Đến đó đúng giờ sẽ không thành vấn đề,Diaries & Daily Life
1599,I'll be waiting right outside.,Tôi sẽ đợi ngay bên ngoài .,Diaries & Daily Life
1600,Do you know where I can find it?,Bạn có biết nơi tôi có thể tìm thấy nó ?,Diaries & Daily Life
1601,This is so much fun.,Điều này thật sự rất vui .,Diaries & Daily Life
1602,What happened to my bag?,Chuyện gì đã xảy ra với cái túi của tôi vậy ?,Diaries & Daily Life
1603,I think we should discuss this in private,Tôi nghĩ chúng ta nên thảo luận chuyện này một cách riêng tư,Diaries & Daily Life
1604,I have some shopping to do,Tôi có một số mua sắm để làm,Diaries & Daily Life
1605,We have broken off relations with them,Chúng tôi đã phá vỡ quan hệ với họ,Diaries & Daily Life
1606,Don't forget to take a camera with you.,Đừng quên mang theo máy ảnh .,Diaries & Daily Life
1607,I'm very glad that I've been singled out as being a suitable person for the job.,Tôi rất vui vì tôi đã được chọn là một người phù hợp với công việc .,Diaries & Daily Life
1608,Who asked for your opinion anyway?,Ai hỏi ý kiến của bạn nào ?,Diaries & Daily Life
1609,You look like a monkey.,Bạn trông giống như một con khỉ .,Diaries & Daily Life
